Joint1(deg),Joint2(deg),Joint3(deg),Joint4(deg),Joint5(deg),Joint6(deg)
35.24,64.89,-39.32,-25.93,-110.52,3.08
35.24,64.89,-39.32,-25.93,-110.52,3.08
35.24,64.89,-39.32,-25.93,-110.52,3.08
35.29,64.96,-39.28,-25.93,-110.63,3.07
35.29,64.96,-39.28,-25.93,-110.63,3.07
35.29,64.96,-39.28,-25.93,-110.63,3.07
35.29,64.96,-39.28,-25.93,-110.63,3.07
35.27,64.99,-39.24,-25.91,-110.61,3.09
35.27,64.99,-39.24,-25.91,-110.61,3.09
35.27,64.99,-39.24,-25.91,-110.61,3.09
35.27,64.99,-39.24,-25.91,-110.61,3.09
35.37,65.18,-39.12,-25.88,-110.78,3.09
35.37,65.18,-39.12,-25.88,-110.78,3.09
35.37,65.18,-39.12,-25.88,-110.78,3.09
35.37,65.18,-39.12,-25.88,-110.78,3.09
35.50,65.40,-39.03,-25.87,-110.96,3.09
35.50,65.40,-39.03,-25.87,-110.96,3.09
35.50,65.40,-39.03,-25.87,-110.96,3.09
35.50,65.40,-39.03,-25.87,-110.96,3.09
35.65,65.62,-38.96,-25.86,-111.14,3.09
35.65,65.62,-38.96,-25.86,-111.14,3.09
35.65,65.62,-38.96,-25.86,-111.14,3.09
35.65,65.62,-38.96,-25.86,-111.14,3.09
35.80,65.85,-38.91,-25.87,-111.32,3.08
35.80,65.85,-38.91,-25.87,-111.32,3.08
35.80,65.85,-38.91,-25.87,-111.32,3.08
35.80,65.85,-38.91,-25.87,-111.32,3.08
35.80,65.85,-38.91,-25.87,-111.32,3.08
35.94,66.06,-38.88,-25.88,-111.49,3.07
35.94,66.06,-38.88,-25.88,-111.49,3.07
35.94,66.06,-38.88,-25.88,-111.49,3.07
35.82,65.93,-38.85,-25.85,-111.39,3.09
35.82,65.93,-38.85,-25.85,-111.39,3.09
35.82,65.93,-38.85,-25.85,-111.39,3.09
35.82,65.93,-38.85,-25.85,-111.39,3.09
35.86,66.10,-38.74,-25.82,-111.55,3.10
35.86,66.10,-38.74,-25.82,-111.55,3.10
35.86,66.10,-38.74,-25.82,-111.55,3.10
35.86,66.10,-38.74,-25.82,-111.55,3.10
35.86,66.10,-38.74,-25.82,-111.55,3.10
35.90,66.29,-38.66,-25.81,-111.71,3.10
35.90,66.29,-38.66,-25.81,-111.71,3.10
35.90,66.29,-38.66,-25.81,-111.71,3.10
35.90,66.29,-38.66,-25.81,-111.71,3.10
35.94,66.49,-38.60,-25.81,-111.88,3.09
35.94,66.49,-38.60,-25.81,-111.88,3.09
35.94,66.49,-38.60,-25.81,-111.88,3.09
35.94,66.49,-38.60,-25.81,-111.88,3.09
35.97,66.69,-38.56,-25.82,-112.04,3.09
35.97,66.69,-38.56,-25.82,-112.04,3.09
35.97,66.69,-38.56,-25.82,-112.04,3.09
35.97,66.69,-38.56,-25.82,-112.04,3.09
36.01,66.89,-38.53,-25.83,-112.20,3.08
36.01,66.89,-38.53,-25.83,-112.20,3.08
36.01,66.89,-38.53,-25.83,-112.20,3.08
36.01,66.89,-38.53,-25.83,-112.20,3.08
35.98,66.71,-38.55,-25.81,-112.05,3.09
35.98,66.71,-38.55,-25.81,-112.05,3.09
35.98,66.71,-38.55,-25.81,-112.05,3.09
35.98,66.71,-38.55,-25.81,-112.05,3.09
36.02,66.85,-38.43,-25.78,-112.18,3.10
36.02,66.85,-38.43,-25.78,-112.18,3.10
36.02,66.85,-38.43,-25.78,-112.18,3.10
36.02,66.85,-38.43,-25.78,-112.18,3.10
36.08,67.02,-38.35,-25.77,-112.32,3.10
36.08,67.02,-38.35,-25.77,-112.32,3.10
36.08,67.02,-38.35,-25.77,-112.32,3.10
36.08,67.02,-38.35,-25.77,-112.32,3.10
36.16,67.21,-38.28,-25.76,-112.46,3.10
36.16,67.21,-38.28,-25.76,-112.46,3.10
36.16,67.21,-38.28,-25.76,-112.46,3.10
36.16,67.21,-38.28,-25.76,-112.46,3.10
36.24,67.41,-38.24,-25.77,-112.60,3.10
36.24,67.41,-38.24,-25.77,-112.60,3.10
36.24,67.41,-38.24,-25.77,-112.60,3.10
36.24,67.41,-38.24,-25.77,-112.60,3.10
36.32,67.60,-38.22,-25.78,-112.74,3.09
36.32,67.60,-38.22,-25.78,-112.74,3.09
36.32,67.60,-38.22,-25.78,-112.74,3.09
36.32,67.60,-38.22,-25.78,-112.74,3.09
36.32,67.61,-38.21,-25.78,-112.75,3.09
36.32,67.61,-38.21,-25.78,-112.75,3.09
36.32,67.61,-38.21,-25.78,-112.75,3.09
36.32,67.61,-38.21,-25.78,-112.75,3.09
36.34,67.73,-38.11,-25.75,-112.86,3.10
36.34,67.73,-38.11,-25.75,-112.86,3.10
36.34,67.73,-38.11,-25.75,-112.86,3.10
36.34,67.73,-38.11,-25.75,-112.86,3.10
36.38,67.88,-38.03,-25.74,-112.98,3.11
36.38,67.88,-38.03,-25.74,-112.98,3.11
36.38,67.88,-38.03,-25.74,-112.98,3.11
36.38,67.88,-38.03,-25.74,-112.98,3.11
36.41,68.04,-37.97,-25.73,-113.11,3.11
36.41,68.04,-37.97,-25.73,-113.11,3.11
36.41,68.04,-37.97,-25.73,-113.11,3.11
36.41,68.04,-37.97,-25.73,-113.11,3.11
36.45,68.22,-37.93,-25.74,-113.24,3.11
36.45,68.22,-37.93,-25.74,-113.24,3.11
36.45,68.22,-37.93,-25.74,-113.24,3.11
36.45,68.22,-37.93,-25.74,-113.24,3.11
36.49,68.39,-37.92,-25.75,-113.37,3.10
36.49,68.39,-37.92,-25.75,-113.37,3.10
36.49,68.39,-37.92,-25.75,-113.37,3.10
36.49,68.39,-37.92,-25.75,-113.37,3.10
36.52,68.56,-37.91,-25.77,-113.49,3.09
36.52,68.56,-37.91,-25.77,-113.49,3.09
36.52,68.56,-37.91,-25.77,-113.49,3.09
36.52,68.56,-37.91,-25.77,-113.49,3.09
36.49,68.45,-37.86,-25.74,-113.42,3.11
36.49,68.45,-37.86,-25.74,-113.42,3.11
36.49,68.45,-37.86,-25.74,-113.42,3.11
36.49,68.45,-37.86,-25.74,-113.42,3.11
36.51,68.57,-37.77,-25.72,-113.52,3.12
36.51,68.57,-37.77,-25.72,-113.52,3.12
36.51,68.57,-37.77,-25.72,-113.52,3.12
36.51,68.57,-37.77,-25.72,-113.52,3.12
36.52,68.71,-37.72,-25.71,-113.62,3.12
36.52,68.71,-37.72,-25.71,-113.62,3.12
36.52,68.71,-37.72,-25.71,-113.62,3.12
36.52,68.71,-37.72,-25.71,-113.62,3.12
36.54,68.87,-37.68,-25.71,-113.73,3.12
36.54,68.87,-37.68,-25.71,-113.73,3.12
36.54,68.87,-37.68,-25.71,-113.73,3.12
36.54,68.87,-37.68,-25.71,-113.73,3.12
36.55,69.02,-37.67,-25.73,-113.85,3.11
36.55,69.02,-37.67,-25.73,-113.85,3.11
36.55,69.02,-37.67,-25.73,-113.85,3.11
36.55,69.02,-37.67,-25.73,-113.85,3.11
36.56,69.17,-37.67,-25.75,-113.95,3.10
36.56,69.17,-37.67,-25.75,-113.95,3.10
36.56,69.17,-37.67,-25.75,-113.95,3.10
36.56,69.17,-37.67,-25.75,-113.95,3.10
36.55,69.05,-37.63,-25.72,-113.87,3.12
36.55,69.05,-37.63,-25.72,-113.87,3.12
36.55,69.05,-37.63,-25.72,-113.87,3.12
36.55,69.05,-37.63,-25.72,-113.87,3.12
36.58,69.16,-37.55,-25.69,-113.96,3.13
36.58,69.16,-37.55,-25.69,-113.96,3.13
36.58,69.16,-37.55,-25.69,-113.96,3.13
36.58,69.16,-37.55,-25.69,-113.96,3.13
36.62,69.28,-37.49,-25.69,-114.05,3.13
36.62,69.28,-37.49,-25.69,-114.05,3.13
36.62,69.28,-37.49,-25.69,-114.05,3.13
36.62,69.28,-37.49,-25.69,-114.05,3.13
36.68,69.42,-37.46,-25.69,-114.15,3.13
36.68,69.42,-37.46,-25.69,-114.15,3.13
36.68,69.42,-37.46,-25.69,-114.15,3.13
36.68,69.42,-37.46,-25.69,-114.15,3.13
36.73,69.56,-37.44,-25.70,-114.25,3.13
36.73,69.56,-37.44,-25.70,-114.25,3.13
36.73,69.56,-37.44,-25.70,-114.25,3.13
36.73,69.56,-37.44,-25.70,-114.25,3.13
36.79,69.70,-37.44,-25.72,-114.35,3.12
36.79,69.70,-37.44,-25.72,-114.35,3.12
36.79,69.70,-37.44,-25.72,-114.35,3.12
36.79,69.70,-37.44,-25.72,-114.35,3.12
36.73,69.58,-37.42,-25.69,-114.27,3.13
36.73,69.58,-37.42,-25.69,-114.27,3.13
36.73,69.58,-37.42,-25.69,-114.27,3.13
36.73,69.58,-37.42,-25.69,-114.27,3.13
36.75,69.67,-37.34,-25.67,-114.34,3.15
36.75,69.67,-37.34,-25.67,-114.34,3.15
36.75,69.67,-37.34,-25.67,-114.34,3.15
36.75,69.67,-37.34,-25.67,-114.34,3.15
36.78,69.79,-37.29,-25.67,-114.41,3.15
36.78,69.79,-37.29,-25.67,-114.41,3.15
36.78,69.79,-37.29,-25.67,-114.41,3.15
36.78,69.79,-37.29,-25.67,-114.41,3.15
36.81,69.91,-37.26,-25.67,-114.50,3.15
36.81,69.91,-37.26,-25.67,-114.50,3.15
36.81,69.91,-37.26,-25.67,-114.50,3.15
36.81,69.91,-37.26,-25.67,-114.50,3.15
36.86,70.04,-37.25,-25.68,-114.59,3.15
36.86,70.04,-37.25,-25.68,-114.59,3.15
36.86,70.04,-37.25,-25.68,-114.59,3.15
36.86,70.04,-37.25,-25.68,-114.59,3.15
36.86,70.04,-37.25,-25.68,-114.59,3.15
36.90,70.18,-37.25,-25.70,-114.67,3.14
36.90,70.18,-37.25,-25.70,-114.67,3.14
36.90,70.18,-37.25,-25.70,-114.67,3.14
36.90,70.19,-37.24,-25.70,-114.67,3.15
36.90,70.19,-37.24,-25.70,-114.67,3.15
36.90,70.19,-37.24,-25.70,-114.67,3.15
36.90,70.19,-37.24,-25.70,-114.67,3.15
36.91,70.26,-37.16,-25.68,-114.73,3.16
36.91,70.26,-37.16,-25.68,-114.73,3.16
36.91,70.26,-37.16,-25.68,-114.73,3.16
36.91,70.26,-37.16,-25.68,-114.73,3.16
36.93,70.36,-37.11,-25.67,-114.80,3.17
36.93,70.36,-37.11,-25.67,-114.80,3.17
36.93,70.36,-37.11,-25.67,-114.80,3.17
36.93,70.36,-37.11,-25.67,-114.80,3.17
36.96,70.47,-37.08,-25.67,-114.88,3.17
36.96,70.47,-37.08,-25.67,-114.88,3.17
36.96,70.47,-37.08,-25.67,-114.88,3.17
36.96,70.47,-37.08,-25.67,-114.88,3.17
36.96,70.47,-37.08,-25.67,-114.88,3.17
37.00,70.59,-37.07,-25.68,-114.95,3.17
37.00,70.59,-37.07,-25.68,-114.95,3.17
37.00,70.59,-37.07,-25.68,-114.95,3.17
37.03,70.71,-37.08,-25.70,-115.03,3.16
37.03,70.71,-37.08,-25.70,-115.03,3.16
37.03,70.71,-37.08,-25.70,-115.03,3.16
37.03,70.71,-37.08,-25.70,-115.03,3.16
37.03,70.71,-37.08,-25.70,-115.03,3.16
37.07,70.83,-37.10,-25.73,-115.11,3.15
37.07,70.83,-37.10,-25.73,-115.11,3.15
37.07,70.83,-37.10,-25.73,-115.11,3.15
37.07,70.83,-37.10,-25.73,-115.11,3.15
36.97,70.79,-37.13,-25.74,-115.00,3.16
36.97,70.79,-37.13,-25.74,-115.00,3.16
36.97,70.79,-37.13,-25.74,-115.00,3.16
36.97,70.79,-37.13,-25.74,-115.00,3.16
36.91,70.93,-37.23,-25.82,-114.97,3.16
36.91,70.93,-37.23,-25.82,-114.97,3.16
36.91,70.93,-37.23,-25.82,-114.97,3.16
36.91,70.93,-37.23,-25.82,-114.97,3.16
36.88,71.09,-37.35,-25.90,-114.95,3.15
36.88,71.09,-37.35,-25.90,-114.95,3.15
36.88,71.09,-37.35,-25.90,-114.95,3.15
36.88,71.09,-37.35,-25.90,-114.95,3.15
36.87,71.25,-37.47,-25.99,-114.94,3.14
36.87,71.25,-37.47,-25.99,-114.94,3.14
36.87,71.25,-37.47,-25.99,-114.94,3.14
36.87,71.25,-37.47,-25.99,-114.94,3.14
36.88,71.40,-37.61,-26.07,-114.94,3.12
36.88,71.40,-37.61,-26.07,-114.94,3.12
36.88,71.40,-37.61,-26.07,-114.94,3.12
36.88,71.40,-37.61,-26.07,-114.94,3.12
36.90,71.55,-37.74,-26.16,-114.95,3.11
36.90,71.55,-37.74,-26.16,-114.95,3.11
36.90,71.55,-37.74,-26.16,-114.95,3.11
36.90,71.55,-37.74,-26.16,-114.95,3.11
36.84,71.46,-37.63,-26.10,-114.92,3.12
36.84,71.46,-37.63,-26.10,-114.92,3.12
36.84,71.46,-37.63,-26.10,-114.92,3.12
36.84,71.46,-37.63,-26.10,-114.92,3.12
36.77,71.58,-37.72,-26.16,-114.89,3.12
36.77,71.58,-37.72,-26.16,-114.89,3.12
36.77,71.58,-37.72,-26.16,-114.89,3.12
36.77,71.58,-37.72,-26.16,-114.89,3.12
36.74,71.72,-37.82,-26.24,-114.86,3.12
36.74,71.72,-37.82,-26.24,-114.86,3.12
36.74,71.72,-37.82,-26.24,-114.86,3.12
36.74,71.72,-37.82,-26.24,-114.86,3.12
36.73,71.87,-37.94,-26.32,-114.85,3.11
36.73,71.87,-37.94,-26.32,-114.85,3.11
36.73,71.87,-37.94,-26.32,-114.85,3.11
36.73,71.87,-37.94,-26.32,-114.85,3.11
36.74,72.02,-38.06,-26.40,-114.85,3.09
36.74,72.02,-38.06,-26.40,-114.85,3.09
36.74,72.02,-38.06,-26.40,-114.85,3.09
36.74,72.02,-38.06,-26.40,-114.85,3.09
36.76,72.16,-38.17,-26.47,-114.86,3.08
36.76,72.16,-38.17,-26.47,-114.86,3.08
36.76,72.16,-38.17,-26.47,-114.86,3.08
36.76,72.16,-38.17,-26.47,-114.86,3.08
36.74,72.03,-38.06,-26.40,-114.85,3.09
36.74,72.03,-38.06,-26.40,-114.85,3.09
36.74,72.03,-38.06,-26.40,-114.85,3.09
36.74,72.03,-38.06,-26.40,-114.85,3.09
36.67,72.14,-38.13,-26.46,-114.82,3.10
36.67,72.14,-38.13,-26.46,-114.82,3.10
36.67,72.14,-38.13,-26.46,-114.82,3.10
36.67,72.14,-38.13,-26.46,-114.82,3.10
36.63,72.26,-38.23,-26.52,-114.80,3.09
36.63,72.26,-38.23,-26.52,-114.80,3.09
36.63,72.26,-38.23,-26.52,-114.80,3.09
36.63,72.26,-38.23,-26.52,-114.80,3.09
36.63,72.39,-38.33,-26.60,-114.79,3.08
36.63,72.39,-38.33,-26.60,-114.79,3.08
36.63,72.39,-38.33,-26.60,-114.79,3.08
36.63,72.39,-38.33,-26.60,-114.79,3.08
36.65,72.52,-38.45,-26.67,-114.79,3.07
36.65,72.52,-38.45,-26.67,-114.79,3.07
36.65,72.52,-38.45,-26.67,-114.79,3.07
36.65,72.52,-38.45,-26.67,-114.79,3.07
36.69,72.65,-38.56,-26.74,-114.80,3.05
36.69,72.65,-38.56,-26.74,-114.80,3.05
36.69,72.65,-38.56,-26.74,-114.80,3.05
36.69,72.65,-38.56,-26.74,-114.80,3.05
36.69,72.66,-38.56,-26.74,-114.80,3.05
36.69,72.66,-38.56,-26.74,-114.80,3.05
36.69,72.66,-38.56,-26.74,-114.80,3.05
36.69,72.66,-38.56,-26.74,-114.80,3.05
36.62,72.75,-38.63,-26.79,-114.76,3.05
36.62,72.75,-38.63,-26.79,-114.76,3.05
36.62,72.75,-38.63,-26.79,-114.76,3.05
36.62,72.75,-38.63,-26.79,-114.76,3.05
36.59,72.86,-38.71,-26.85,-114.75,3.05
36.59,72.86,-38.71,-26.85,-114.75,3.05
36.59,72.86,-38.71,-26.85,-114.75,3.05
36.59,72.86,-38.71,-26.85,-114.75,3.05
36.59,72.98,-38.81,-26.92,-114.74,3.04
36.59,72.98,-38.81,-26.92,-114.74,3.04
36.59,72.98,-38.81,-26.92,-114.74,3.04
36.59,72.98,-38.81,-26.92,-114.74,3.04
36.61,73.10,-38.92,-26.99,-114.74,3.02
36.61,73.10,-38.92,-26.99,-114.74,3.02
36.61,73.10,-38.92,-26.99,-114.74,3.02
36.61,73.10,-38.92,-26.99,-114.74,3.02
36.65,73.22,-39.03,-27.06,-114.76,3.01
36.65,73.22,-39.03,-27.06,-114.76,3.01
36.65,73.22,-39.03,-27.06,-114.76,3.01
36.65,73.22,-39.03,-27.06,-114.76,3.01
36.69,73.34,-39.14,-27.13,-114.77,2.99
36.69,73.34,-39.14,-27.13,-114.77,2.99
36.69,73.34,-39.14,-27.13,-114.77,2.99
36.69,73.34,-39.14,-27.13,-114.77,2.99
36.61,73.27,-39.06,-27.08,-114.74,3.01
36.61,73.27,-39.06,-27.08,-114.74,3.01
36.61,73.27,-39.06,-27.08,-114.74,3.01
36.61,73.27,-39.06,-27.08,-114.74,3.01
36.56,73.37,-39.13,-27.13,-114.72,3.00
36.56,73.37,-39.13,-27.13,-114.72,3.00
36.56,73.37,-39.13,-27.13,-114.72,3.00
36.56,73.37,-39.13,-27.13,-114.72,3.00
36.55,73.47,-39.22,-27.19,-114.71,3.00
36.55,73.47,-39.22,-27.19,-114.71,3.00
36.55,73.47,-39.22,-27.19,-114.71,3.00
36.55,73.47,-39.22,-27.19,-114.71,3.00
36.57,73.58,-39.32,-27.26,-114.72,2.98
36.57,73.58,-39.32,-27.26,-114.72,2.98
36.57,73.58,-39.32,-27.26,-114.72,2.98
36.57,73.58,-39.32,-27.26,-114.72,2.98
36.61,73.69,-39.42,-27.32,-114.73,2.97
36.61,73.69,-39.42,-27.32,-114.73,2.97
36.61,73.69,-39.42,-27.32,-114.73,2.97
36.61,73.69,-39.42,-27.32,-114.73,2.97
36.65,73.80,-39.53,-27.38,-114.75,2.95
36.65,73.80,-39.53,-27.38,-114.75,2.95
36.65,73.80,-39.53,-27.38,-114.75,2.95
36.65,73.80,-39.53,-27.38,-114.75,2.95
36.71,73.91,-39.64,-27.45,-114.77,2.93
36.71,73.91,-39.64,-27.45,-114.77,2.93
36.71,73.91,-39.64,-27.45,-114.77,2.93
36.71,73.91,-39.64,-27.45,-114.77,2.93
36.71,73.91,-39.64,-27.45,-114.77,2.93
36.77,74.03,-39.76,-27.52,-114.80,2.91
36.77,74.03,-39.76,-27.52,-114.80,2.91
36.77,74.03,-39.76,-27.52,-114.80,2.91
36.84,74.16,-39.89,-27.59,-114.84,2.88
36.84,74.16,-39.89,-27.59,-114.84,2.88
36.84,74.16,-39.89,-27.59,-114.84,2.88
36.84,74.16,-39.89,-27.59,-114.84,2.88
36.90,74.28,-40.02,-27.67,-114.87,2.86
36.90,74.28,-40.02,-27.67,-114.87,2.86
36.90,74.28,-40.02,-27.67,-114.87,2.86
36.90,74.28,-40.02,-27.67,-114.87,2.86
36.96,74.40,-40.14,-27.74,-114.91,2.83
36.96,74.40,-40.14,-27.74,-114.91,2.83
36.96,74.40,-40.14,-27.74,-114.91,2.83
36.96,74.40,-40.14,-27.74,-114.91,2.83
37.01,74.51,-40.26,-27.81,-114.95,2.81
37.01,74.51,-40.26,-27.81,-114.95,2.81
37.01,74.51,-40.26,-27.81,-114.95,2.81
37.01,74.51,-40.26,-27.81,-114.95,2.81
36.96,74.41,-40.15,-27.74,-114.92,2.83
36.96,74.41,-40.15,-27.74,-114.92,2.83
36.96,74.41,-40.15,-27.74,-114.92,2.83
36.96,74.41,-40.15,-27.74,-114.92,2.83
36.96,74.41,-40.15,-27.74,-114.92,2.83
36.94,74.53,-40.29,-27.82,-114.98,2.80
36.94,74.53,-40.29,-27.82,-114.98,2.80
36.94,74.53,-40.29,-27.82,-114.98,2.80
36.94,74.53,-40.29,-27.82,-114.98,2.80
36.94,74.66,-40.43,-27.89,-115.05,2.76
36.94,74.66,-40.43,-27.89,-115.05,2.76
36.94,74.66,-40.43,-27.89,-115.05,2.76
36.94,74.66,-40.43,-27.89,-115.05,2.76
36.96,74.80,-40.59,-27.98,-115.12,2.72
36.96,74.80,-40.59,-27.98,-115.12,2.72
36.96,74.80,-40.59,-27.98,-115.12,2.72
36.96,74.80,-40.59,-27.98,-115.12,2.72
36.99,74.93,-40.74,-28.06,-115.20,2.68
36.99,74.93,-40.74,-28.06,-115.20,2.68
36.99,74.93,-40.74,-28.06,-115.20,2.68
36.99,74.93,-40.74,-28.06,-115.20,2.68
37.03,75.05,-40.89,-28.13,-115.28,2.64
37.03,75.05,-40.89,-28.13,-115.28,2.64
37.03,75.05,-40.89,-28.13,-115.28,2.64
37.03,75.05,-40.89,-28.13,-115.28,2.64
37.04,75.09,-40.93,-28.15,-115.30,2.63
37.04,75.09,-40.93,-28.15,-115.30,2.63
37.04,75.09,-40.93,-28.15,-115.30,2.63
37.04,75.09,-40.93,-28.15,-115.30,2.63
37.01,75.16,-41.00,-28.19,-115.34,2.61
37.01,75.16,-41.00,-28.19,-115.34,2.61
37.01,75.16,-41.00,-28.19,-115.34,2.61
37.01,75.16,-41.00,-28.19,-115.34,2.61
37.01,75.28,-41.14,-28.27,-115.41,2.58
37.01,75.28,-41.14,-28.27,-115.41,2.58
37.01,75.28,-41.14,-28.27,-115.41,2.58
37.01,75.28,-41.14,-28.27,-115.41,2.58
37.03,75.40,-41.29,-28.34,-115.49,2.54
37.03,75.40,-41.29,-28.34,-115.49,2.54
37.03,75.40,-41.29,-28.34,-115.49,2.54
37.03,75.40,-41.29,-28.34,-115.49,2.54
37.06,75.53,-41.44,-28.42,-115.57,2.50
37.06,75.53,-41.44,-28.42,-115.57,2.50
37.06,75.53,-41.44,-28.42,-115.57,2.50
37.06,75.53,-41.44,-28.42,-115.57,2.50
37.09,75.65,-41.58,-28.49,-115.65,2.46
37.09,75.65,-41.58,-28.49,-115.65,2.46
37.09,75.65,-41.58,-28.49,-115.65,2.46
37.09,75.65,-41.58,-28.49,-115.65,2.46
37.12,75.76,-41.71,-28.56,-115.72,2.42
37.12,75.76,-41.71,-28.56,-115.72,2.42
37.12,75.76,-41.71,-28.56,-115.72,2.42
37.12,75.76,-41.71,-28.56,-115.72,2.42
37.08,75.73,-41.67,-28.54,-115.70,2.43
37.08,75.73,-41.67,-28.54,-115.70,2.43
37.08,75.73,-41.67,-28.54,-115.70,2.43
37.08,75.73,-41.67,-28.54,-115.70,2.43
37.09,75.84,-41.81,-28.61,-115.78,2.39
37.09,75.84,-41.81,-28.61,-115.78,2.39
37.09,75.84,-41.81,-28.61,-115.78,2.39
37.09,75.84,-41.81,-28.61,-115.78,2.39
37.10,75.96,-41.95,-28.68,-115.86,2.35
37.10,75.96,-41.95,-28.68,-115.86,2.35
37.10,75.96,-41.95,-28.68,-115.86,2.35
37.10,75.96,-41.95,-28.68,-115.86,2.35
37.13,76.08,-42.09,-28.75,-115.94,2.31
37.13,76.08,-42.09,-28.75,-115.94,2.31
37.13,76.08,-42.09,-28.75,-115.94,2.31
37.13,76.08,-42.09,-28.75,-115.94,2.31
37.16,76.20,-42.23,-28.82,-116.03,2.28
37.16,76.20,-42.23,-28.82,-116.03,2.28
37.16,76.20,-42.23,-28.82,-116.03,2.28
37.16,76.20,-42.23,-28.82,-116.03,2.28
37.19,76.30,-42.36,-28.89,-116.11,2.24
37.19,76.30,-42.36,-28.89,-116.11,2.24
37.19,76.30,-42.36,-28.89,-116.11,2.24
37.19,76.30,-42.36,-28.89,-116.11,2.24
37.15,76.24,-42.28,-28.85,-116.06,2.26
37.15,76.24,-42.28,-28.85,-116.06,2.26
37.15,76.24,-42.28,-28.85,-116.06,2.26
37.15,76.24,-42.28,-28.85,-116.06,2.26
37.14,76.35,-42.40,-28.91,-116.13,2.23
37.14,76.35,-42.40,-28.91,-116.13,2.23
37.14,76.35,-42.40,-28.91,-116.13,2.23
37.14,76.35,-42.40,-28.91,-116.13,2.23
37.13,76.46,-42.53,-28.98,-116.21,2.19
37.13,76.46,-42.53,-28.98,-116.21,2.19
37.13,76.46,-42.53,-28.98,-116.21,2.19
37.13,76.46,-42.53,-28.98,-116.21,2.19
37.12,76.57,-42.67,-29.05,-116.29,2.15
37.12,76.57,-42.67,-29.05,-116.29,2.15
37.12,76.57,-42.67,-29.05,-116.29,2.15
37.12,76.57,-42.67,-29.05,-116.29,2.15
37.11,76.68,-42.80,-29.11,-116.37,2.11
37.11,76.68,-42.80,-29.11,-116.37,2.11
37.11,76.68,-42.80,-29.11,-116.37,2.11
37.11,76.68,-42.80,-29.11,-116.37,2.11
37.10,76.78,-42.92,-29.17,-116.45,2.08
37.10,76.78,-42.92,-29.17,-116.45,2.08
37.10,76.78,-42.92,-29.17,-116.45,2.08
37.10,76.78,-42.92,-29.17,-116.45,2.08
37.11,76.70,-42.82,-29.12,-116.38,2.11
37.11,76.70,-42.82,-29.12,-116.38,2.11
37.11,76.70,-42.82,-29.12,-116.38,2.11
37.11,76.70,-42.82,-29.12,-116.38,2.11
37.11,76.79,-42.93,-29.18,-116.46,2.07
37.11,76.79,-42.93,-29.18,-116.46,2.07
37.11,76.79,-42.93,-29.18,-116.46,2.07
37.11,76.79,-42.93,-29.18,-116.46,2.07
37.13,76.89,-43.06,-29.24,-116.53,2.04
37.13,76.89,-43.06,-29.24,-116.53,2.04
37.13,76.89,-43.06,-29.24,-116.53,2.04
37.13,76.89,-43.06,-29.24,-116.53,2.04
37.15,77.00,-43.18,-29.31,-116.61,2.00
37.15,77.00,-43.18,-29.31,-116.61,2.00
37.15,77.00,-43.18,-29.31,-116.61,2.00
37.15,77.00,-43.18,-29.31,-116.61,2.00
37.18,77.10,-43.31,-29.37,-116.69,1.96
37.18,77.10,-43.31,-29.37,-116.69,1.96
37.18,77.10,-43.31,-29.37,-116.69,1.96
37.18,77.10,-43.31,-29.37,-116.69,1.96
37.21,77.20,-43.43,-29.43,-116.77,1.93
37.21,77.20,-43.43,-29.43,-116.77,1.93
37.21,77.20,-43.43,-29.43,-116.77,1.93
37.21,77.20,-43.43,-29.43,-116.77,1.93
37.21,77.20,-43.43,-29.43,-116.77,1.93
37.21,77.20,-43.43,-29.43,-116.77,1.93
37.21,77.20,-43.43,-29.43,-116.77,1.93
37.21,77.20,-43.43,-29.43,-116.77,1.93
37.21,77.29,-43.54,-29.48,-116.84,1.90
37.21,77.29,-43.54,-29.48,-116.84,1.90
37.21,77.29,-43.54,-29.48,-116.84,1.90
37.21,77.29,-43.54,-29.48,-116.84,1.90
37.22,77.38,-43.65,-29.54,-116.92,1.86
37.22,77.38,-43.65,-29.54,-116.92,1.86
37.22,77.38,-43.65,-29.54,-116.92,1.86
37.22,77.38,-43.65,-29.54,-116.92,1.86
37.24,77.48,-43.77,-29.60,-116.99,1.83
37.24,77.48,-43.77,-29.60,-116.99,1.83
37.24,77.48,-43.77,-29.60,-116.99,1.83
37.24,77.48,-43.77,-29.60,-116.99,1.83
37.27,77.57,-43.89,-29.66,-117.07,1.79
37.27,77.57,-43.89,-29.66,-117.07,1.79
37.27,77.57,-43.89,-29.66,-117.07,1.79
37.27,77.57,-43.89,-29.66,-117.07,1.79
37.29,77.66,-44.00,-29.71,-117.14,1.76
37.29,77.66,-44.00,-29.71,-117.14,1.76
37.29,77.66,-44.00,-29.71,-117.14,1.76
37.29,77.66,-44.00,-29.71,-117.14,1.76
37.32,77.75,-44.11,-29.76,-117.22,1.73
37.32,77.75,-44.11,-29.76,-117.22,1.73
37.32,77.75,-44.11,-29.76,-117.22,1.73
37.32,77.75,-44.11,-29.76,-117.22,1.73
37.29,77.72,-44.06,-29.74,-117.19,1.74
37.29,77.72,-44.06,-29.74,-117.19,1.74
37.29,77.72,-44.06,-29.74,-117.19,1.74
37.29,77.72,-44.06,-29.74,-117.19,1.74
37.61,79.64,-46.47,-30.92,-118.85,1.00
37.61,79.64,-46.47,-30.92,-118.85,1.00
